keyword,gender,age,country,region,level
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
小红帽/rotkappchen ,f,28,福建,厦门,A
爱之湾/andimar ,f,9999,北京,房山区,B
红魔鬼/casillero del diablo,f,27,广东,广州,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
莫高/mogao ,m,9999,江苏,南京,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
长白山 ,f,9999,海外,其他,A
蓝仙姑,m,9999,其他,其他,B
也买酒/yesmywine,f,9999,其他,其他,B
爱之湾/andimar ,m,9999,其他,其他,B
傲鱼/aoyo,m,9999,其他,其他,A
红蔓庄园/tarapaca,m,9999,其他,其他,B
莱茵黑森,m,9999,其他,其他,A
酩悦/moet&amp;chandon,m,9999,宁夏,银川,A
酩悦/moet&amp;chandon,m,9999,其他,其他,A
也买酒/yesmywine,f,9999,其他,其他,B
红魔鬼/casillero del diablo,m,9999,其他,其他,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
作品一号/opus one,m,9999,海外,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
蓝仙姑,m,38,广东,惠州,B
也买酒/yesmywine,f,9999,其他,其他,B
小龙船,f,32,广东,其他,A
德森森/dr.zenzen,m,9999,上海,浦东新区,A
加州乐事,m,45,山东,其他,B
洛神山庄,f,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
西施佳雅,m,9999,海外,意大利,A
也买酒/yesmywine,f,9999,其他,其他,B
君顶,m,9999,其他,其他,D
干露/concha y toro ,f,35,山东,其他,B
也买酒/yesmywine,f,36,上海,普陀区,B
舒特家族,f,22,海外,美国,B
西夫拉姆/saflam,m,9999,北京,海淀区,A
也买酒/yesmywine,f,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
干露/concha y toro ,m,9999,其他,其他,B
拉图嘉利,m,9999,其他,其他,B
君顶,m,9999,其他,其他,D
也买酒/yesmywine,f,9999,其他,其他,B
威龙/wilon,f,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
奥玛/alma,f,9999,其他,其他,A
红蔓庄园/tarapaca,m,9999,其他,其他,B
玛茜/rochemazet,m,9999,其他,其他,C
莱茵黑森,m,9999,其他,其他,A
紫轩,m,26,河北,其他,C
黄尾袋鼠/yellow tail,m,9999,福建,福州,B
黄尾袋鼠/yellow tail,f,6,黑龙江,哈尔滨,B
爱之湾/andimar ,f,30,陕西,其他,B
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
云南红,f,9999,上海,其他,A
云南红,f,9999,上海,其他,A
首彩/handpicked,f,27,江苏,南京,A
黄尾袋鼠/yellow tail,f,6,黑龙江,哈尔滨,B
罗马假日,f,9999,山东,德州,D
怡园酒庄/grace vineyard,f,42,山西,太原,A
卡特尔,f,33,湖南,湘潭,A
卡特尔,f,33,湖南,湘潭,A
卡特尔,f,33,湖南,湘潭,A
首彩/handpicked,f,27,江苏,南京,A
丰收,m,9999,河北,沧州,A
也买酒/yesmywine,f,9999,其他,其他,B
集美,m,29,北京,东城区,A
玛茜/rochemazet,f,37,其他,其他,C
玛茜/rochemazet,m,9999,其他,其他,C
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
干露/concha y toro ,m,9999,其他,其他,B
澜,f,9999,其他,其他,A
卡思黛乐/castel,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
小龙船,m,31,广东,东莞,A
澜,f,9999,广东,深圳,A
也买酒/yesmywine,m,27,辽宁,其他,B
怡园酒庄/grace vineyard,m,9999,其他,其他,A
 姚明/yaoming,m,9999,四川,成都,B
蓝仙姑,f,9999,江苏,南京,B
玛歌酒庄/chateau margaux,f,32,陕西,西安,B
 姚明/yaoming,m,32,北京,东城区,B
天鹅庄,f,9999,云南,昆明,C
音符/awjs,f,9999,其他,其他,B
卡思黛乐/castel,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
卡斯特/kasteel ,f,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,广东,广州,B
玛茜/rochemazet,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
布朗兄弟酒庄/brown brothers,f,9999,天津,西青区,A
首彩/handpicked,m,27,香港,其他,A
黄尾袋鼠/yellow tail,f,6,黑龙江,哈尔滨,B
卡思黛乐/castel,m,9999,其他,其他,B
爱之湾/andimar ,f,36,山东,济南,B
玛歌酒庄/chateau margaux,m,30,上海,嘉定区,B
天鹅庄,f,9999,其他,其他,C
龙徽,f,9999,北京,其他,A
音符/awjs,m,9999,辽宁,本溪,B
音符/awjs,m,9999,其他,其他,B
蒙特斯/montes ,f,9999,重庆,其他,A
 姚明/yaoming,m,9999,香港,中西区,B
莫高/mogao ,m,9999,陕西,西安,C
莫高/mogao ,m,9999,陕西,西安,C
莫高/mogao ,m,9999,重庆,其他,C
宜兰树/vina inigo,m,9999,其他,其他,C
卡斯特/kasteel ,m,9999,其他,其他,A
加州乐事,f,9999,其他,其他,B
罗曼尼康帝庄园,m,41,上海,其他,A
力士金,m,9999,广东,广州,B
卡斯特/kasteel ,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,其他,其他,A
玛茜/rochemazet,f,35,山东,其他,C
名庄靓年,m,9999,其他,其他,A
罗马假日,f,9999,其他,其他,D
卡赛欧,f,9999,陕西,其他,A
卡斯特/kasteel ,m,29,江苏,南京,A
卡斯特/kasteel ,m,9999,其他,其他,A
蒙特斯/montes ,m,9999,其他,其他,A
蒙特斯/montes ,m,9999,其他,其他,A
丰收,m,9999,北京,朝阳区,A
活灵魂/almaviva,m,9999,其他,其他,B
通天,m,41,黑龙江,其他,B
玛歌酒庄/chateau margaux,m,9999,海外,美国,B
红蔓庄园/tarapaca,f,9999,其他,其他,B
红蔓庄园/tarapaca,f,9999,其他,其他,B
也买酒/yesmywine,m,37,北京,朝阳区,B
名庄靓年,m,9999,其他,其他,A
玛茜/rochemazet,m,9999,北京,朝阳区,C
长白山 ,f,28,其他,其他,A
双掌,f,2,贵州,其他,C
丰收,f,9999,其他,其他,A
怡园酒庄/grace vineyard,f,9999,广东,深圳,A
洛神山庄,f,9999,其他,其他,A
小龙船,f,6,广东,湛江,A
丰收,m,9999,四川,成都,A
莫高/mogao ,m,32,甘肃,庆阳,C
罗伯乐富齐/rupert & rothschild classique,m,9999,福建,福州,A
罗马假日,f,9999,辽宁,大连,D
卡思黛乐/castel,f,9999,江苏,南京,B
活灵魂/almaviva,f,9999,北京,房山区,B
双掌,m,33,河北,石家庄,C
彼得美德,f,9999,其他,其他,A
西施佳雅,f,9999,浙江,杭州,A
也买酒/yesmywine,m,9999,上海,长宁区,B
百特/beleden,m,26,上海,徐汇区,B
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
香奈/j.p.chenet ,m,9999,天津,河西区,A
丰收,f,9999,其他,其他,A
音符/awjs,m,53,吉林,长春,B
洛神山庄,m,9999,其他,其他,A
小龙船,m,9999,广东,汕尾,A
蒙大菲/robert mondavi,m,9999,海外,美国,C
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
新天/suntime,m,48,上海,静安区,C
活灵魂/almaviva,m,9999,其他,其他,B
音符/awjs,f,9999,其他,其他,B
香奈/j.p.chenet ,f,1,四川,其他,A
 姚明/yaoming,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
名庄靓年,m,9999,其他,其他,A
小龙船,f,9999,广东,广州,A
红魔鬼/casillero del diablo,f,9999,浙江,杭州,B
玛歌酒庄/chateau margaux,f,9999,广东,广州,B
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,辽宁,其他,B
黄尾袋鼠/yellow tail,m,9999,辽宁,其他,B
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,陕西,西安,A
华东/huadong,m,9999,山东,威海,C
小红帽/rotkappchen ,f,9999,山西,太原,A
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
长白山 ,m,9999,其他,其他,A
汉森/hansen,f,36,广东,佛山,A
名庄靓年,m,9999,其他,其他,A
丰收,m,9999,其他,其他,A
舒特家族,m,9999,广东,广州,B
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
卡赛欧,m,9999,上海,浦东新区,A
 姚明/yaoming,f,9999,广东,广州,B
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
长白山 ,m,9999,其他,其他,A
 姚明/yaoming,m,9999,山东,威海,B
名庄靓年,m,9999,其他,其他,A
干露/concha y toro ,m,9999,其他,其他,B
莫高/mogao ,m,9999,广东,深圳,C
洛神山庄,f,9999,其他,其他,A
莫高/mogao ,m,9999,江苏,南通,C
莫高/mogao ,m,9999,广东,深圳,C
名庄靓年,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
卡斯特/kasteel ,f,34,其他,其他,A
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
名庄靓年,m,9999,其他,其他,A
小龙船,m,34,广东,汕头,A
玛茜/rochemazet,f,9999,广东,深圳,C
名庄靓年,m,9999,其他,其他,A
红魔鬼/casillero del diablo,m,9999,浙江,杭州,B
贝灵哲/beringer,f,28,湖北,武汉,B
卡斯特/kasteel ,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,32,陕西,西安,B
干露/concha y toro ,f,9999,其他,其他,B
丰收,f,9999,贵州,安顺,A
卡斯特/kasteel ,f,9999,重庆,江北区,A
莫高/mogao ,m,28,广东,汕头,C
黄尾袋鼠/yellow tail,f,9999,北京,其他,B
蒙特斯/montes ,m,29,广东,深圳,A
干露/concha y toro ,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
丰收,f,9999,福建,其他,A
丰收,f,9999,其他,其他,A
汉森/hansen,m,9999,内蒙古,赤峰,A
汉森/hansen,m,9999,内蒙古,赤峰,A
汉森/hansen,m,9999,内蒙古,赤峰,A
澜,f,9999,其他,其他,A
爱之湾/andimar ,f,34,上海,虹口区,B
爱之湾/andimar ,f,34,上海,虹口区,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
怡园酒庄/grace vineyard,f,9999,其他,其他,A
汉森/hansen,m,9999,内蒙古,赤峰,A
首彩/handpicked,f,28,广东,潮州,A
伊拉苏,f,35,山东,其他,A
卡斯特/kasteel ,m,9999,其他,其他,A
爱之湾/andimar ,f,34,上海,虹口区,B
黄尾袋鼠/yellow tail,m,42,广东,汕头,B
卡聂高,m,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
夏迪/hardys,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
活灵魂/almaviva,f,31,河南,郑州,B
丰收,m,31,上海,浦东新区,A
紫轩,m,9999,其他,其他,C
卡聂高,m,9999,其他,其他,A
怡园酒庄/grace vineyard,m,9999,广东,广州,A
卡聂高,m,9999,其他,其他,A
白洋河/baiyanghe,f,9999,贵州,黔西南,B
活灵魂/almaviva,m,9999,山东,济南,B
活灵魂/almaviva,m,9999,山东,济南,B
卡聂高,m,9999,其他,其他,A
活灵魂/almaviva,m,9999,山东,济南,B
加州乐事,f,9999,上海,杨浦区,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
加州乐事,f,9999,上海,闵行区,B
卡聂高,m,9999,其他,其他,A
活灵魂/almaviva,m,9999,山东,济南,B
活灵魂/almaviva,m,9999,山东,济南,B
活灵魂/almaviva,m,9999,山东,济南,B
洛神山庄,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
汉森/hansen,m,9999,浙江,温州,A
西施佳雅,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
活灵魂/almaviva,m,9999,山东,济南,B
活灵魂/almaviva,m,9999,山东,济南,B
活灵魂/almaviva,m,9999,山东,济南,B
怡园酒庄/grace vineyard,f,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
小龙船,m,57,江苏,南京,A
黄尾袋鼠/yellow tail,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
首彩/handpicked,f,9999,广东,汕头,A
首彩/handpicked,m,39,广东,汕头,A
桃乐丝/torres,f,9999,其他,其他,A
澜,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
卡聂高,f,9999,湖北,武汉,A
卡斯特/kasteel ,f,9999,浙江,杭州,A
奥兰,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
怡园酒庄/grace vineyard,f,32,山西,太原,A
卡聂高,m,9999,其他,其他,A
高斯达,m,9999,其他,其他,C
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
红魔鬼/casillero del diablo,m,30,陕西,其他,B
加州乐事,f,9999,其他,其他,B
洛神山庄,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,其他,其他,C
卡聂高,m,9999,其他,其他,A
也买酒/yesmywine,m,9999,江苏,南京,B
卡聂高,m,9999,其他,其他,A
卡思黛乐/castel,m,9999,其他,其他,B
巴黎庄园/cmp,f,9999,其他,其他,C
卡聂高,m,9999,其他,其他,A
也买酒/yesmywine,f,9999,浙江,杭州,B
红魔鬼/casillero del diablo,m,9999,其他,其他,B
干露/concha y toro ,f,9999,广东,深圳,B
黄尾袋鼠/yellow tail,m,22,天津,大港区,B
莫高/mogao ,f,9999,江苏,其他,C
巴黎庄园/cmp,f,9999,其他,其他,C
桃乐丝/torres,m,9999,海外,德国,A
卡斯特/kasteel ,m,9999,其他,其他,A
长白山 ,m,9999,其他,其他,A
红蔓庄园/tarapaca,m,2,四川,其他,B
卡斯特/kasteel ,m,9999,陕西,西安,A
莫高/mogao ,m,33,湖北,武汉,C
红魔鬼/casillero del diablo,m,9999,其他,其他,B
红魔鬼/casillero del diablo,m,9999,其他,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,河南,郑州,A
丰收,m,9999,其他,其他,A
卡斯特/kasteel ,f,9999,其他,其他,A
贺兰山,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
龙徽,f,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
名庄靓年,m,9999,其他,其他,A
加州乐事,m,9999,其他,其他,B
红魔鬼/casillero del diablo,f,9999,其他,其他,B
小龙船,m,30,广东,佛山,A
卡聂高,m,9999,其他,其他,A
音符/awjs,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
洛神山庄,f,9999,其他,其他,A
黄尾袋鼠/yellow tail,f,9999,山东,济南,B
加州乐事,f,9999,其他,其他,B
加州乐事,m,9999,湖北,襄阳,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
酩悦/moet&amp;chandon,f,9999,广东,汕头,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
卡斯特/kasteel ,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
圣骑庄园,m,28,上海,普陀区,A
丰收,f,9999,其他,其他,A
丰收,f,26,河北,张家口,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
音符/awjs,f,37,海外,新加坡,B
玛茜/rochemazet,f,6,福建,泉州,C
路易亚都世家/louis jadot ,f,9999,其他,其他,C
卡聂高,m,9999,其他,其他,A
干露/concha y toro ,f,9999,其他,其他,B
五女山,m,9999,辽宁,沈阳,A
加州乐事,f,9999,其他,其他,B
丰收,f,9999,其他,其他,A
音符/awjs,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
蒙大菲/robert mondavi,f,29,广东,深圳,C
黄尾袋鼠/yellow tail,m,26,广东,汕头,B
莫高/mogao ,m,9999,青海,西宁,C
卡聂高,m,9999,其他,其他,A
卡斯特/kasteel ,f,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
莫高/mogao ,m,9999,青海,西宁,C
蒙大菲/robert mondavi,f,9999,北京,东城区,C
德森森/dr.zenzen,m,9999,北京,海淀区,A
卡聂高,m,9999,其他,其他,A
贾斯汀/divine justine,f,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
卡聂高,f,26,陕西,西安,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
爱之湾/andimar ,m,9999,其他,其他,B
酩悦/moet&amp;chandon,m,9999,其他,其他,A
爱之湾/andimar ,m,9999,北京,其他,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
丰收,f,9999,海外,其他,A
作品一号/opus one,f,9999,其他,其他,A
贺兰山,f,9999,广东,深圳,A
贺兰山,f,9999,广东,深圳,A
莱茵黑森,f,9999,其他,其他,A
澜,m,9999,其他,其他,A
舒特家族,m,30,广东,深圳,B
舒特家族,m,30,广东,深圳,B
卡聂高,m,9999,上海,长宁区,A
贺兰山,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
洛神山庄,f,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,其他,其他,B
莫高/mogao ,m,48,陕西,其他,C
龙徽,f,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
酩悦/moet&amp;chandon,f,27,广东,汕头,A
莫高/mogao ,m,48,陕西,其他,C
活灵魂/almaviva,f,9999,其他,其他,B
云南红,m,9,云南,昆明,A
德森森/dr.zenzen,m,9999,上海,浦东新区,A
卡聂高,m,9999,其他,其他,A
力士金,m,33,广东,佛山,B
干露/concha y toro ,f,9999,北京,海淀区,B
卡聂高,m,9999,其他,其他,A
澜,f,9999,其他,其他,A
红魔鬼/casillero del diablo,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
怡园酒庄/grace vineyard,f,25,福建,福州,A
红魔鬼/casillero del diablo,m,9999,海外,美国,B
君顶,f,40,浙江,其他,D
卡思黛乐/castel,f,9999,海外,美国,B
丰收,f,9999,广西,南宁,A
莫高/mogao ,m,37,北京,朝阳区,C
卡聂高,m,9999,其他,其他,A
罗莎庄园,f,49,福建,厦门,C
卡聂高,m,18,香港,荃湾区,A
汉森/hansen,f,9999,辽宁,营口,A
音符/awjs,m,40,广东,广州,B
云南红,m,9,云南,昆明,A
卡聂高,m,9999,其他,其他,A
罗莎庄园,m,9999,广东,深圳,C
卡聂高,m,9999,其他,其他,A
龙徽,f,32,广东,深圳,A
长白山 ,f,38,上海,其他,A
卡聂高,m,9999,其他,其他,A
卡斯特/kasteel ,f,9999,北京,朝阳区,A
罗马假日,f,9999,海外,其他,D
五女山,f,9999,辽宁,大连,A
五女山,f,9999,辽宁,大连,A
丰收,m,9999,广东,广州,A
长白山 ,f,9999,江苏,南京,A
奔富蔻兰山/koonunga hill,m,9999,其他,其他,C
卡聂高,m,18,香港,荃湾区,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
音符/awjs,m,9999,其他,其他,B
卡斯特/kasteel ,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
天鹅庄,f,9999,辽宁,沈阳,C
天鹅庄,f,9999,辽宁,沈阳,C
 姚明/yaoming,f,9999,其他,其他,B
 姚明/yaoming,f,9999,其他,其他,B
 姚明/yaoming,f,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
卡思黛乐/castel,m,32,重庆,沙坪坝区,B
汉森/hansen,m,9999,内蒙古,赤峰,A
汉森/hansen,f,9999,安徽,芜湖,A
长白山 ,m,39,吉林,吉林,A
卡聂高,m,9999,其他,其他,A
君顶,m,27,河北,其他,D
莫高/mogao ,m,48,陕西,其他,C
卡聂高,m,18,香港,荃湾区,A
芙华/la fiole,f,32,河北,石家庄,C
卡聂高,m,9999,其他,其他,A
卡斯特/kasteel ,f,9999,江苏,扬州,A
蒙特斯/montes ,m,57,江苏,南京,A
蒙特斯/montes ,m,57,江苏,南京,A
红蔓庄园/tarapaca,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
卡聂高,m,18,香港,荃湾区,A
丰收,m,9999,广东,广州,A
卡斯特/kasteel ,m,9999,其他,其他,A
菲斯奈特/freixenet,m,9999,辽宁,其他,C
卡斯特/kasteel ,m,9999,其他,其他,A
紫轩,f,9999,甘肃,嘉峪关,C
木桐嘉棣/mouton cadet,f,9999,其他,其他,B
百特/beleden,m,6,浙江,金华,B
怡园酒庄/grace vineyard,m,46,广东,深圳,A
贾斯汀/divine justine,f,9999,贵州,贵阳,A
丰收,m,34,广东,东莞,A
卡思黛乐/castel,m,32,重庆,沙坪坝区,B
卡聂高,m,9999,其他,其他,A
卡斯特/kasteel ,f,32,福建,泉州,A
玛歌酒庄/chateau margaux,m,9999,其他,其他,B
木桐嘉棣/mouton cadet,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
玛歌酒庄/chateau margaux,f,9999,北京,东城区,B
云南红,m,9999,云南,大理,A
新天/suntime,m,20,重庆,其他,C
云南红,f,25,云南,红河,A
木桐嘉棣/mouton cadet,m,9999,河南,济源,B
爱之湾/andimar ,m,5,广东,珠海,B
华东/huadong,m,9999,其他,其他,C
雄狮酒庄/chateau leoville-las cases,m,9999,其他,其他,B
怡园酒庄/grace vineyard,f,9999,其他,其他,A
卡聂高,m,18,香港,荃湾区,A
卡聂高,m,9999,其他,其他,A
卡聂高,m,9999,其他,其他,A
莫高/mogao ,m,9999,其他,其他,C
卡思黛乐/castel,m,32,重庆,沙坪坝区,B
玛歌酒庄/chateau margaux,f,9999,其他,其他,B
音符/awjs,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
黄尾袋鼠/yellow tail,m,9999,其他,其他,B
卡聂高,m,9999,其他,其他,A
巴黎庄园/cmp,f,9999,福建,福州,C
